,Lead_ID,Lead_Type,Marketing_Campaign,Campaign_Type,Campaign_Cost,Attended_Event,Cost_to_Acquire_Lead,Times_Contacted,Days_to_Respond,Engagement_Level,Lead_State,Lead_Acquired
3048,3049,Individual,SpringGrowth,Online,2297.57,0,8334.0,2,1,Medium,NC,1
3049,3050,Individual,AutumnAwareness,Online,2734.9,1,5951.0,6,3,Medium,TX,1
3050,3051,Individual,WinterBoost,Online,1745.59,0,7603.0,4,1,Medium,GA,1
3051,3052,Individual,YearEndPush,Online,1753.21,1,14657.0,0,4,Medium,IL,1
3052,3053,Individual,YearEndPush,In-Person,4694.22,0,8584.0,2,4,Low,GA,1
3053,3054,Individual,WinterBoost,Online,1741.52,0,14362.0,1,7,High,FL,1
3054,3055,Individual,YearEndPush,Online,2448.61,1,4237.0,1,16,High,FL,0
3055,3056,Non-Profit,SpringGrowth,Online,2009.9,1,3331.0,2,15,High,PA,0
3056,3057,Individual,SummerSales,Online,1870.28,1,1814.0,3,4,High,IL,0
3057,3058,Individual,SpringGrowth,In-Person,4280.68,0,5624.0,10,7,Medium,NC,1
3058,3059,Individual,SpringGrowth,Online,2699.98,0,16192.0,4,6,Medium,MI,1
3059,3060,Non-Profit,SpringGrowth,Online,1974.94,0,3296.0,6,6,Medium,TX,0
3060,3061,Individual,WinterBoost,Hybrid,2984.48,1,3431.0,2,13,Low,IL,0
3061,3062,Individual,AutumnAwareness,Online,2734.37,1,3447.0,4,15,Medium,PA,0
3062,3063,Individual,WinterBoost,In-Person,3665.01,0,2086.0,2,6,Medium,IL,0
3063,3064,Individual,WinterBoost,Online,2088.07,1,1864.0,2,0,High,PA,1
3064,3065,Individual,SpringGrowth,Online,839.64,1,4155.0,2,0,Very High,PA,1
3065,3066,Individual,AutumnAwareness,Online,1743.17,0,3644.0,2,5,Low,PA,0
3066,3067,Individual,WinterBoost,Online,1969.82,0,801.0,1,17,Very High,PA,0
3067,3068,Non-Profit,AutumnAwareness,Online,1473.66,0,1554.0,1,8,High,CA,0
3068,3069,Individual,SpringGrowth,Online,1809.52,0,10100.0,2,0,Low,PA,1
3069,3070,Individual,WinterBoost,In-Person,4315.47,0,8933.0,5,0,High,TX,1
3070,3071,Corporate,AutumnAwareness,Online,2124.7,1,2814.0,3,0,Very High,NY,1
3071,3072,Individual,YearEndPush,Online,2334.13,1,3886.0,3,4,High,IL,0
3072,3073,Individual,WinterBoost,In-Person,4886.99,0,16402.0,2,0,High,NY,1
3073,3074,Individual,WinterBoost,Online,2304.84,0,6772.0,2,0,Low,PA,1
3074,3075,Individual,WinterBoost,Hybrid,2238.97,1,1718.0,3,0,Low,NY,1
3075,3076,Corporate,AutumnAwareness,In-Person,3676.16,0,16008.0,6,6,Medium,CA,1
3076,3077,Corporate,SummerSales,Online,2107.07,0,2571.0,5,5,Low,GA,0
3077,3078,Individual,WinterBoost,Hybrid,2855.99,1,6203.0,2,5,High,TX,1
3078,3079,Individual,YearEndPush,In-Person,3620.38,1,4360.0,4,7,Low,MI,0
3079,3080,Corporate,YearEndPush,Hybrid,2807.65,1,3144.0,4,4,High,NY,0
3080,3081,Corporate,SpringGrowth,In-Person,4352.44,1,6631.0,3,0,Very High,NC,1
3081,3082,Corporate,SummerSales,Hybrid,2872.44,0,3039.0,3,2,High,PA,1
3082,3083,Individual,SummerSales,In-Person,3862.61,1,4933.0,1,0,Very High,IL,1
3083,3084,Individual,AutumnAwareness,In-Person,3501.64,1,14645.0,1,3,Very High,TX,1
3084,3085,Corporate,SpringGrowth,In-Person,4125.94,1,3983.0,3,2,Medium,OH,0
3085,3086,Individual,AutumnAwareness,Hybrid,2015.48,0,3102.0,2,0,Low,NC,1
3086,3087,Individual,SpringGrowth,Online,1835.66,1,3040.0,3,4,High,PA,0
3087,3088,Individual,SummerSales,In-Person,4579.24,0,4204.0,3,5,Medium,MI,1
3088,3089,Individual,AutumnAwareness,Hybrid,2510.22,1,6564.0,2,6,Medium,PA,1
3089,3090,Individual,SpringGrowth,Online,1479.55,1,1920.0,4,9,Medium,FL,0
3090,3091,Individual,SummerSales,Online,2198.71,1,15288.0,4,7,High,IL,1
3091,3092,Non-Profit,SummerSales,Online,1513.86,0,5148.0,3,7,Low,FL,1
3092,3093,Individual,WinterBoost,Hybrid,3155.35,0,2902.0,1,17,Medium,NY,0
3093,3094,Corporate,AutumnAwareness,In-Person,4744.22,0,2605.0,2,4,Medium,IL,1
3094,3095,Individual,WinterBoost,Online,2406.62,1,3895.0,2,8,High,MI,0
3095,3096,Individual,SummerSales,Hybrid,1989.66,0,7236.0,3,5,Medium,OH,1
3096,3097,Non-Profit,AutumnAwareness,Online,2449.43,0,2563.0,6,19,Medium,NC,0
3097,3098,Individual,AutumnAwareness,Online,2430.69,0,3471.0,1,10,Low,NY,0
3098,3099,Individual,YearEndPush,In-Person,3458.12,1,435.0,3,4,Low,NC,0
3099,3100,Individual,SpringGrowth,Online,1967.97,1,2024.0,5,19,Medium,GA,0
3100,3101,Individual,YearEndPush,Online,2449.27,1,3960.0,2,17,Low,TX,0
3101,3102,Corporate,YearEndPush,In-Person,3592.9,1,2888.0,2,2,Medium,NC,0
3102,3103,Corporate,SummerSales,Online,1896.55,0,7312.0,3,5,Low,IL,1
3103,3104,Individual,SpringGrowth,In-Person,3121.32,0,4225.0,6,17,High,FL,0
3104,3105,Individual,YearEndPush,Online,1912.88,0,3706.0,4,13,Medium,CA,0
3105,3106,Individual,YearEndPush,Hybrid,3096.64,0,13103.0,3,4,Low,PA,1
3106,3107,Corporate,AutumnAwareness,In-Person,5013.46,0,1640.0,3,7,Medium,NY,0
3107,3108,Individual,SummerSales,In-Person,3382.05,1,3988.0,2,0,High,IL,1
3108,3109,Individual,YearEndPush,Online,2235.96,1,674.0,2,10,Medium,CA,0
3109,3110,Individual,SpringGrowth,Hybrid,3515.97,1,320.0,2,14,Medium,CA,0
3110,3111,Individual,WinterBoost,Online,2077.25,0,2113.0,2,13,Medium,GA,0
3111,3112,Individual,WinterBoost,Online,1487.77,1,10308.0,3,6,Low,CA,1
3112,3113,Corporate,SummerSales,Online,2050.1,1,2741.0,3,14,Medium,PA,0
3113,3114,Individual,WinterBoost,Hybrid,3620.29,1,853.0,2,19,Medium,TX,0
3114,3115,Individual,AutumnAwareness,In-Person,2686.88,1,14013.0,0,6,Low,OH,1
3115,3116,Corporate,AutumnAwareness,Hybrid,4580.42,1,1120.0,1,7,High,NC,0
3116,3117,Corporate,SpringGrowth,In-Person,3762.66,1,3918.0,3,0,High,NC,1
3117,3118,Individual,SummerSales,Online,2200.82,0,1527.0,2,4,Medium,NY,1
3118,3119,Individual,SummerSales,Hybrid,2253.04,0,1588.0,2,17,Medium,TX,0
3119,3120,Individual,WinterBoost,Online,2377.44,1,12747.0,2,3,Low,TX,1
3120,3121,Individual,YearEndPush,Online,2139.44,1,14782.0,4,1,Very High,TX,1
3121,3122,Individual,YearEndPush,Online,2280.35,0,9707.0,3,2,Medium,NY,1
3122,3123,Individual,YearEndPush,Online,1731.09,0,13040.0,4,4,Medium,FL,1
3123,3124,Individual,SpringGrowth,In-Person,4615.25,0,10024.0,4,0,Low,GA,1
3124,3125,Corporate,SummerSales,Online,2822.78,1,14270.0,1,2,Medium,OH,1
3125,3126,Individual,WinterBoost,Online,2032.5,1,9477.0,2,7,Medium,PA,1
3126,3127,Individual,SpringGrowth,In-Person,3794.56,0,2061.0,5,8,High,CA,0
3127,3128,Individual,AutumnAwareness,Online,2515.58,1,6161.0,3,7,Low,OH,1
3128,3129,Non-Profit,AutumnAwareness,Online,1872.89,1,11853.0,2,0,High,NY,1
3129,3130,Corporate,AutumnAwareness,Hybrid,2495.76,1,3583.0,6,8,Medium,FL,0
3130,3131,Corporate,SummerSales,Online,2621.77,1,11777.0,1,1,High,PA,1
3131,3132,Corporate,AutumnAwareness,In-Person,5940.46,1,6049.0,5,1,High,OH,1
3132,3133,Corporate,YearEndPush,Online,1979.01,0,537.0,6,17,Very High,OH,0
3133,3134,Individual,AutumnAwareness,Online,1911.74,1,578.0,5,18,High,OH,0
3134,3135,Individual,SpringGrowth,In-Person,3478.01,0,882.0,2,17,Low,TX,0
3135,3136,Individual,AutumnAwareness,Online,1198.12,1,4267.0,2,17,Low,IL,0
3136,3137,Corporate,YearEndPush,Online,2241.53,0,5453.0,3,4,Medium,TX,1
3137,3138,Corporate,AutumnAwareness,Online,1498.42,1,12481.0,4,2,Medium,NC,1
3138,3139,Individual,WinterBoost,Online,2432.87,0,5761.0,4,5,Medium,NY,1
3139,3140,Individual,YearEndPush,Online,1786.11,1,4777.0,3,16,Medium,PA,0
3140,3141,Individual,SummerSales,Online,1895.21,1,16529.0,9,6,Medium,NC,1
3141,3142,Corporate,AutumnAwareness,Online,1903.04,1,319.0,2,4,Low,MI,0
3142,3143,Individual,SpringGrowth,Hybrid,2778.82,1,9623.0,2,6,Low,GA,1
3143,3144,Individual,AutumnAwareness,Online,1626.58,1,1127.0,2,16,High,NC,0
3144,3145,Individual,SpringGrowth,Online,2429.79,1,389.0,4,17,Medium,PA,0
3145,3146,Individual,WinterBoost,In-Person,5124.54,1,11944.0,3,2,Medium,TX,1
3146,3147,Corporate,SummerSales,In-Person,3688.61,1,479.0,2,6,Low,IL,0
3147,3148,Individual,YearEndPush,Online,1598.17,1,6473.0,2,7,Low,MI,1
3148,3149,Corporate,YearEndPush,Online,2410.28,0,9936.0,5,5,Very High,NY,1
3149,3150,Individual,SummerSales,Online,1929.87,1,4073.0,2,11,High,OH,0
3150,3151,Individual,WinterBoost,Online,2618.9,0,2951.0,1,14,High,GA,0
3151,3152,Individual,WinterBoost,Online,776.39,0,1478.0,2,16,Medium,MI,0
3152,3153,Corporate,AutumnAwareness,Online,2326.18,0,2058.0,3,13,Low,CA,0
3153,3154,Individual,WinterBoost,Online,1525.13,0,11586.0,2,7,Very High,OH,1
3154,3155,Individual,AutumnAwareness,Online,1709.4,1,2856.0,3,1,High,NY,1
3155,3156,Individual,SpringGrowth,Online,1998.75,1,2227.0,3,18,High,NY,0
3156,3157,Corporate,SummerSales,In-Person,3917.27,1,10634.0,5,0,Very High,NC,1
3157,3158,Individual,SpringGrowth,Online,3130.12,0,4967.0,7,6,Low,NC,1
3158,3159,Corporate,SpringGrowth,Online,1702.05,1,165.0,2,16,Very High,MI,0
3159,3160,Individual,SpringGrowth,Online,1734.68,0,2283.0,4,5,Medium,NY,0
3160,3161,Individual,SpringGrowth,Online,1747.18,0,4594.0,2,16,High,FL,0
3161,3162,Individual,YearEndPush,In-Person,4785.52,0,8464.0,3,5,Low,IL,1
3162,3163,Individual,WinterBoost,Hybrid,2076.46,1,3874.0,2,18,Low,NC,0
3163,3164,Individual,SummerSales,Online,2034.59,1,16342.0,5,5,Medium,GA,1
3164,3165,Individual,SummerSales,Online,2662.75,0,4542.0,3,12,Medium,NY,0
3165,3166,Individual,SpringGrowth,In-Person,4500.46,1,15740.0,4,4,High,NY,1
3166,3167,Corporate,SummerSales,Online,2280.06,0,8567.0,2,3,Medium,TX,1
3167,3168,Individual,AutumnAwareness,Hybrid,3469.63,1,12884.0,4,1,Medium,PA,1
3168,3169,Corporate,SummerSales,Online,1278.2,0,15070.0,4,5,High,MI,1
3169,3170,Individual,SpringGrowth,In-Person,3994.03,0,3245.0,2,7,Low,CA,1
3170,3171,Individual,SummerSales,Online,1697.11,0,4019.0,6,16,Low,IL,0
3171,3172,Individual,WinterBoost,Online,1975.18,0,14197.0,1,7,Medium,PA,1
3172,3173,Individual,SpringGrowth,Online,1873.37,0,12049.0,4,1,Very High,MI,1
3173,3174,Individual,YearEndPush,In-Person,3234.31,0,5379.0,4,7,Very High,IL,1
3174,3175,Individual,WinterBoost,In-Person,2878.28,0,5277.0,5,4,Very High,CA,1
3175,3176,Individual,SummerSales,Hybrid,3165.28,1,877.0,6,8,Medium,NC,0
3176,3177,Individual,YearEndPush,Online,1799.34,0,3615.0,3,0,Medium,GA,1
3177,3178,Corporate,WinterBoost,In-Person,3426.06,1,2666.0,4,14,Low,FL,0
3178,3179,Corporate,AutumnAwareness,Online,2403.41,0,7757.0,1,2,Very High,CA,1
3179,3180,Individual,WinterBoost,Online,1992.07,0,2003.0,2,14,High,OH,0
3180,3181,Individual,YearEndPush,Online,1336.27,0,3767.0,3,1,Medium,NY,1
3181,3182,Individual,AutumnAwareness,Online,1880.01,1,2861.0,8,3,Medium,CA,0
3182,3183,Individual,SummerSales,In-Person,4997.34,1,3767.0,4,4,Very High,NY,1
3183,3184,Individual,SpringGrowth,In-Person,4022.63,0,11188.0,2,4,Low,MI,1
3184,3185,Individual,SummerSales,Online,2061.92,1,16565.0,1,4,High,TX,1
3185,3186,Individual,SpringGrowth,Online,2197.74,0,3951.0,3,11,Low,TX,0
3186,3187,Individual,SpringGrowth,In-Person,4762.67,0,12488.0,1,6,Medium,PA,1
3187,3188,Individual,YearEndPush,Hybrid,2600.18,1,8586.0,2,7,Medium,FL,1
3188,3189,Corporate,AutumnAwareness,Online,1825.35,1,178.0,6,19,High,OH,0
3189,3190,Corporate,AutumnAwareness,Hybrid,2248.84,0,1681.0,1,6,High,TX,0
3190,3191,Individual,WinterBoost,Hybrid,3835.76,1,2262.0,1,3,Medium,TX,0
3191,3192,Corporate,SummerSales,Online,2026.51,0,1085.0,5,5,Low,GA,0
3192,3193,Non-Profit,YearEndPush,In-Person,4378.66,1,5981.0,2,6,Very High,CA,1
3193,3194,Individual,SummerSales,Online,2113.27,1,1585.0,2,17,High,GA,0
3194,3195,Individual,WinterBoost,In-Person,4998.17,1,2720.0,5,17,Low,IL,0
3195,3196,Individual,WinterBoost,Online,2642.95,0,1064.0,3,18,Low,GA,0
3196,3197,Corporate,YearEndPush,Online,1546.19,0,8965.0,2,6,Medium,NC,1
3197,3198,Corporate,WinterBoost,Online,1918.43,0,2647.0,3,16,Medium,IL,0
3198,3199,Individual,YearEndPush,In-Person,5442.15,0,2429.0,3,2,Low,PA,1
3199,3200,Individual,WinterBoost,Hybrid,1835.05,1,9273.0,6,6,Medium,TX,1
3200,3201,Individual,AutumnAwareness,Online,1296.72,1,4824.0,5,1,High,FL,1
3201,3202,Individual,YearEndPush,Online,2299.58,0,928.0,3,14,Medium,IL,0
3202,3203,Individual,AutumnAwareness,Hybrid,2699.53,1,3273.0,4,2,Medium,CA,0
3203,3204,Corporate,AutumnAwareness,Online,1596.47,0,2773.0,4,6,High,MI,0
3204,3205,Individual,YearEndPush,In-Person,4221.81,1,1818.0,2,2,Medium,FL,0
3205,3206,Corporate,SummerSales,In-Person,3556.21,1,14192.0,2,5,Very High,TX,1
3206,3207,Corporate,SpringGrowth,In-Person,3821.17,1,2532.0,5,13,High,TX,0
3207,3208,Corporate,WinterBoost,Online,1893.53,1,1328.0,4,16,Medium,IL,0
3208,3209,Individual,WinterBoost,Online,1874.15,0,6087.0,1,4,Medium,NY,1
3209,3210,Individual,SummerSales,Online,1364.66,0,1856.0,4,2,Low,CA,1
3210,3211,Individual,SpringGrowth,Online,2330.64,1,5810.0,1,6,Very High,CA,1
3211,3212,Individual,SummerSales,Online,1595.53,0,2510.0,3,5,Medium,NY,0
3212,3213,Individual,SpringGrowth,Online,2504.16,1,3878.0,2,17,Low,PA,0
3213,3214,Individual,YearEndPush,In-Person,3298.94,0,1940.0,2,19,Low,CA,0
3214,3215,Individual,YearEndPush,Hybrid,2321.66,0,597.0,2,18,Medium,NY,0
3215,3216,Individual,AutumnAwareness,Online,2602.42,1,5564.0,1,0,Medium,MI,1
3216,3217,Individual,AutumnAwareness,In-Person,5312.58,1,6999.0,4,3,Low,NC,1
3217,3218,Individual,YearEndPush,In-Person,3212.3,1,5341.0,5,1,Medium,FL,1
3218,3219,Corporate,AutumnAwareness,Online,1712.35,1,636.0,3,12,Medium,MI,0
3219,3220,Corporate,YearEndPush,In-Person,4843.56,1,13622.0,2,2,Medium,OH,1
3220,3221,Individual,SummerSales,Online,2063.66,0,14539.0,7,3,Medium,MI,1
3221,3222,Individual,WinterBoost,Online,2463.75,0,3405.0,4,14,High,CA,0
3222,3223,Individual,YearEndPush,Hybrid,3287.78,1,1264.0,2,10,Low,FL,0
3223,3224,Individual,YearEndPush,Hybrid,2052.42,1,10518.0,0,3,Very High,CA,1
3224,3225,Individual,YearEndPush,Online,2412.79,1,2071.0,3,18,Low,OH,0
3225,3226,Corporate,AutumnAwareness,Online,2018.2,0,6833.0,3,6,Medium,CA,1
3226,3227,Individual,AutumnAwareness,Hybrid,3421.0,0,14909.0,0,2,Medium,FL,1
3227,3228,Individual,AutumnAwareness,In-Person,5292.2,1,3627.0,1,18,Very High,NY,0
3228,3229,Individual,AutumnAwareness,In-Person,2575.15,1,8171.0,5,7,Medium,IL,1
3229,3230,Individual,SummerSales,Online,2067.0,0,8559.0,4,5,Medium,PA,1
3230,3231,Individual,YearEndPush,In-Person,3451.82,1,2165.0,3,5,Medium,FL,1
3231,3232,Individual,SummerSales,Online,2178.5,1,8353.0,0,2,Medium,FL,1
3232,3233,Individual,AutumnAwareness,Hybrid,3212.92,0,399.0,2,6,Low,MI,0
3233,3234,Individual,SummerSales,Online,1282.48,1,2486.0,3,9,Low,OH,0
3234,3235,Individual,YearEndPush,In-Person,3356.04,1,4498.0,2,4,Medium,CA,0
3235,3236,Individual,YearEndPush,Online,1771.45,1,4063.0,1,7,Very High,OH,0
3236,3237,Individual,AutumnAwareness,Online,2237.78,0,11720.0,1,2,High,NC,1
3237,3238,Non-Profit,YearEndPush,In-Person,4146.44,0,13383.0,4,4,Medium,MI,1
3238,3239,Individual,SummerSales,Online,2551.7,0,4787.0,4,4,Medium,MI,0
3239,3240,Individual,SpringGrowth,In-Person,4080.29,0,4271.0,2,9,Low,IL,0
3240,3241,Individual,YearEndPush,In-Person,3028.34,1,3959.0,3,13,Medium,MI,0
3241,3242,Individual,SummerSales,Online,2660.11,0,1013.0,4,5,Medium,PA,0
3242,3243,Individual,SummerSales,In-Person,3900.41,1,12274.0,3,0,Medium,MI,1
3243,3244,Individual,SummerSales,In-Person,3461.91,1,4975.0,3,3,Low,PA,0
3244,3245,Corporate,YearEndPush,Online,1899.7,1,2053.0,3,5,Medium,MI,1
3245,3246,Individual,SpringGrowth,Online,1947.86,0,15360.0,3,4,Medium,OH,1
3246,3247,Individual,AutumnAwareness,Online,2437.15,0,3795.0,4,11,Medium,PA,0
3247,3248,Individual,AutumnAwareness,Online,2144.73,1,10019.0,3,7,Very High,NC,1
3248,3249,Corporate,YearEndPush,Online,1499.29,0,1020.0,3,16,Medium,NC,0
3249,3250,Individual,YearEndPush,Hybrid,3036.7,1,1623.0,2,14,High,CA,0
3250,3251,Individual,WinterBoost,In-Person,5191.84,1,1849.0,1,16,Very High,NC,0
3251,3252,Individual,SpringGrowth,Online,2428.55,1,8545.0,4,3,Low,NC,1
3252,3253,Individual,SummerSales,In-Person,3399.47,0,10880.0,1,3,Medium,GA,1
3253,3254,Individual,SummerSales,In-Person,2852.8,1,3717.0,1,19,High,TX,0
3254,3255,Individual,AutumnAwareness,Online,1857.94,1,2800.0,2,14,Medium,NC,0
3255,3256,Individual,YearEndPush,Online,2800.24,0,1105.0,3,2,Medium,NC,0
3256,3257,Individual,SpringGrowth,In-Person,2890.97,0,8783.0,2,3,High,IL,1
3257,3258,Individual,AutumnAwareness,Online,1922.06,1,1649.0,3,2,Low,IL,1
3258,3259,Individual,SpringGrowth,In-Person,3774.92,1,1801.0,3,17,Low,NC,0
3259,3260,Corporate,YearEndPush,Online,1579.34,0,14843.0,4,7,Low,IL,1
3260,3261,Individual,SummerSales,In-Person,4988.25,0,14444.0,2,1,Medium,IL,1
3261,3262,Individual,WinterBoost,In-Person,3613.09,1,4353.0,4,4,Low,TX,1
3262,3263,Individual,SpringGrowth,Online,1848.52,0,11628.0,2,1,High,NC,1
3263,3264,Individual,SummerSales,Online,2445.57,0,14080.0,6,6,Medium,IL,1
3264,3265,Corporate,SpringGrowth,In-Person,4243.35,1,3402.0,1,9,Medium,IL,0
3265,3266,Individual,SpringGrowth,In-Person,6010.91,1,16754.0,2,0,High,PA,1
3266,3267,Individual,SpringGrowth,In-Person,3108.52,0,4236.0,4,0,Medium,NY,1
3267,3268,Individual,YearEndPush,In-Person,5123.56,1,903.0,2,7,Low,NY,0
3268,3269,Individual,AutumnAwareness,Online,2540.41,1,2456.0,7,4,Low,GA,1
3269,3270,Individual,SpringGrowth,Online,2285.22,1,12940.0,2,3,Low,NC,1
3270,3271,Individual,YearEndPush,In-Person,3476.93,1,3466.0,5,4,Low,FL,0
3271,3272,Individual,WinterBoost,Online,2404.13,1,2992.0,2,17,Medium,PA,0
3272,3273,Corporate,AutumnAwareness,Online,2360.24,1,3598.0,2,3,Medium,TX,0
3273,3274,Individual,YearEndPush,In-Person,4186.87,0,3262.0,1,3,Medium,NY,0
3274,3275,Corporate,WinterBoost,Hybrid,2876.12,0,214.0,4,16,Medium,MI,0
3275,3276,Corporate,AutumnAwareness,Online,2465.67,0,6680.0,2,6,Very High,GA,1
3276,3277,Corporate,YearEndPush,Online,1529.68,1,15400.0,3,5,Low,TX,1
3277,3278,Individual,WinterBoost,In-Person,4258.91,0,3429.0,6,11,Medium,CA,0
3278,3279,Individual,YearEndPush,Online,1893.33,0,4568.0,2,2,High,NY,0
3279,3280,Corporate,WinterBoost,Online,1766.98,0,2237.0,3,16,High,CA,0
3280,3281,Individual,SpringGrowth,In-Person,4506.46,0,10107.0,6,7,Medium,CA,1
3281,3282,Individual,SpringGrowth,Online,1965.29,1,13146.0,5,0,Low,MI,1
3282,3283,Corporate,AutumnAwareness,Online,1882.66,0,4952.0,5,2,Medium,TX,0
3283,3284,Corporate,WinterBoost,Online,2193.53,1,4145.0,2,1,Low,TX,1
3284,3285,Individual,SpringGrowth,Online,2005.64,0,5274.0,0,1,Very High,NY,1
3285,3286,Individual,AutumnAwareness,In-Person,4976.34,0,130.0,3,17,Low,PA,0
3286,3287,Individual,SummerSales,Online,1939.5,0,15842.0,5,5,Low,IL,1
3287,3288,Corporate,SpringGrowth,Online,2132.93,0,1905.0,7,19,Medium,FL,0
3288,3289,Corporate,SpringGrowth,Online,1834.01,0,3669.0,1,6,Medium,GA,0
3289,3290,Individual,YearEndPush,Hybrid,2573.01,1,1536.0,2,6,Medium,MI,0
3290,3291,Individual,SummerSales,Hybrid,3746.66,1,6513.0,4,2,Low,PA,1
3291,3292,Corporate,WinterBoost,In-Person,4515.3,0,1584.0,1,3,Medium,NY,1
3292,3293,Individual,AutumnAwareness,Online,2019.57,0,4885.0,4,11,Medium,NY,0
3293,3294,Individual,SummerSales,Online,2732.56,1,3528.0,2,13,Very High,FL,0
3294,3295,Non-Profit,WinterBoost,In-Person,4505.0,0,556.0,4,11,Low,NY,0
3295,3296,Individual,SpringGrowth,Online,1803.81,0,548.0,3,3,Low,OH,0
3296,3297,Individual,AutumnAwareness,In-Person,3975.52,0,16609.0,1,2,Low,NY,1
3297,3298,Individual,AutumnAwareness,Online,2283.2,0,14744.0,4,4,Medium,GA,1
3298,3299,Individual,SummerSales,Online,2459.66,1,167.0,1,2,Medium,CA,0
3299,3300,Corporate,YearEndPush,Online,2204.93,0,4189.0,1,17,Medium,NC,0
3300,3301,Individual,WinterBoost,Online,2182.51,0,15209.0,3,0,Low,MI,1
3301,3302,Non-Profit,SummerSales,In-Person,4148.6,0,1962.0,1,19,Medium,NC,0
3302,3303,Individual,YearEndPush,In-Person,2727.21,0,1902.0,3,8,Low,FL,0
3303,3304,Individual,YearEndPush,Online,1763.75,0,4662.0,1,5,Medium,FL,0
3304,3305,Individual,YearEndPush,Hybrid,3099.26,0,3435.0,0,5,Medium,NC,1
3305,3306,Individual,AutumnAwareness,Online,1570.53,1,3531.0,1,11,High,FL,0
3306,3307,Individual,WinterBoost,Hybrid,3646.38,0,227.0,2,11,Medium,TX,0
3307,3308,Individual,WinterBoost,Online,2299.79,1,15582.0,1,5,Medium,TX,1
3308,3309,Individual,SummerSales,In-Person,4377.67,0,4928.0,2,12,Medium,GA,0
3309,3310,Individual,SpringGrowth,Hybrid,2585.57,0,3925.0,3,4,Low,NY,0
3310,3311,Corporate,SummerSales,In-Person,4423.4,1,1367.0,5,15,Medium,FL,0
3311,3312,Individual,WinterBoost,Online,2705.25,0,11108.0,4,5,High,CA,1
3312,3313,Corporate,AutumnAwareness,Online,2288.98,1,10762.0,1,2,High,OH,1
3313,3314,Individual,SummerSales,Online,2029.54,1,13104.0,1,7,High,NC,1
3314,3315,Individual,SpringGrowth,Online,1752.53,1,4110.0,4,14,Very High,CA,0
3315,3316,Individual,SummerSales,In-Person,3610.91,0,11213.0,3,2,Low,TX,1
3316,3317,Individual,YearEndPush,In-Person,5178.05,1,1142.0,3,11,High,IL,0
3317,3318,Individual,SpringGrowth,Online,1793.59,0,3838.0,8,16,High,FL,0
3318,3319,Corporate,YearEndPush,Online,1817.98,0,467.0,4,9,Very High,CA,0
3319,3320,Corporate,AutumnAwareness,In-Person,5119.72,0,8249.0,2,4,Low,PA,1
3320,3321,Individual,WinterBoost,Online,2807.61,0,2704.0,5,18,Medium,FL,0
3321,3322,Individual,SummerSales,In-Person,3371.32,1,2740.0,8,7,Medium,PA,0
3322,3323,Corporate,SummerSales,Online,1840.95,1,3001.0,3,1,Medium,FL,1
3323,3324,Individual,YearEndPush,Online,2542.61,0,13783.0,1,1,High,FL,1
3324,3325,Corporate,YearEndPush,Hybrid,2648.85,0,158.0,2,8,Medium,GA,0
3325,3326,Corporate,WinterBoost,Online,1632.16,1,8069.0,4,6,Medium,NY,1
3326,3327,Corporate,SummerSales,In-Person,3940.37,0,4356.0,3,15,Low,MI,0
3327,3328,Individual,WinterBoost,Online,1596.96,0,202.0,3,9,Low,NY,0
3328,3329,Individual,YearEndPush,Online,2136.54,0,4607.0,5,13,Medium,IL,0
3329,3330,Individual,YearEndPush,Hybrid,3221.58,1,3973.0,4,4,Very High,TX,1
3330,3331,Individual,SpringGrowth,In-Person,5057.69,0,885.0,5,19,High,MI,0
3331,3332,Corporate,YearEndPush,Hybrid,3374.1,1,2235.0,1,7,Low,TX,1
3332,3333,Individual,YearEndPush,Hybrid,3602.37,1,4378.0,1,15,Low,NY,0
3333,3334,Individual,WinterBoost,Online,2680.01,1,4338.0,0,5,Very High,PA,1
3334,3335,Corporate,SpringGrowth,Hybrid,2349.32,0,4062.0,2,1,Very High,NY,1
3335,3336,Corporate,SpringGrowth,Online,2066.43,0,4045.0,4,2,Low,NY,0
3336,3337,Corporate,SummerSales,Online,1372.36,0,14940.0,6,4,Low,PA,1
3337,3338,Corporate,AutumnAwareness,In-Person,3620.74,1,5406.0,1,1,High,NY,1
3338,3339,Individual,SummerSales,Online,1708.68,1,2772.0,5,7,Low,NY,1
3339,3340,Individual,SummerSales,Hybrid,2977.38,1,2546.0,0,5,Low,FL,0
3340,3341,Corporate,SummerSales,Online,1609.12,0,1056.0,3,18,Low,CA,0
3341,3342,Individual,SpringGrowth,Online,1666.15,1,2802.0,5,19,Medium,GA,0
3342,3343,Individual,WinterBoost,Online,2230.32,0,6336.0,5,6,Medium,PA,1
3343,3344,Individual,YearEndPush,Online,2032.06,1,3362.0,2,4,Low,PA,1
3344,3345,Individual,SpringGrowth,Online,1676.97,1,536.0,6,5,Medium,NC,0
3345,3346,Corporate,YearEndPush,Online,1557.87,1,5726.0,1,1,Low,PA,1
3346,3347,Individual,YearEndPush,In-Person,4351.09,1,11455.0,3,5,High,IL,1
3347,3348,Individual,AutumnAwareness,Hybrid,3093.04,1,15500.0,3,7,Medium,OH,1
3348,3349,Individual,SummerSales,Online,2042.09,0,2465.0,2,7,Medium,NC,0
3349,3350,Individual,AutumnAwareness,Online,2044.17,1,4801.0,6,9,Medium,MI,0
